player_name,player_class,total_raids_tracked,raids_present,raids_benched,raids_absent,last_raid_date,first_raid_date,zones_attended,attendance_rate_pct
Masachi,Paladin,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Spargla,Shaman,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Befälhavarn,Hunter,1,1,0,0,2021-03-12,2021-03-12,"[""Castle Nathria""]",100.0
Kyedae,Evoker,1,1,0,0,2023-06-04,2023-06-04,"[""Aberrus, the Shadowed Crucible""]",100.0
Kusío,Rogue,1,1,0,0,2025-01-13,2025-01-13,"[""Nerub-ar Palace""]",100.0
Liiq,Rogue,45,45,0,0,2023-12-10,2022-12-26,"[""Vault of the Incarnates"",""Aberrus, the Shadowed Crucible"",""Amirdrassil, the Dream's Hope""]",100.0
Lornovoker,Evoker,22,22,0,0,2023-10-11,2023-07-12,"[""Aberrus, the Shadowed Crucible""]",100.0
Yuyuni,Monk,1,1,0,0,2021-11-10,2021-11-10,"[""Sanctum of Domination""]",100.0
Завармаг,Mage,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Knarkbossen,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Nippodh,DemonHunter,1,1,0,0,2024-01-24,2024-01-24,"[""Amirdrassil, the Dream's Hope""]",100.0
Crispynova,Mage,3,3,0,0,2021-07-21,2021-07-14,"[""Sanctum of Domination""]",100.0
Stunlock,Rogue,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Pirogochek,Monk,1,1,0,0,2025-03-25,2025-03-25,"[""Liberation of Undermine""]",100.0
Jabs,Monk,1,1,0,0,2024-10-23,2024-10-23,"[""Blackrock Depths""]",100.0
Malmohus,Shaman,1,1,0,0,2024-09-25,2024-09-25,"[""Nerub-ar Palace""]",100.0
Fawning,Priest,1,1,0,0,2024-04-29,2024-04-29,"[""Vault of the Incarnates""]",100.0
Penzas,Paladin,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Deasnz,DemonHunter,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Wildstrup,Unknown,1,1,0,0,2025-03-05,2025-03-05,"[""Liberation of Undermine""]",100.0
Dadylonglegs,Druid,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Sonotoori,Priest,1,1,0,0,2021-08-15,2021-08-15,"[""Sanctum of Domination""]",100.0
Loafulevil,Warrior,19,19,0,0,2021-11-03,2021-08-30,"[""Sanctum of Domination""]",100.0
Peeporagin,Warrior,2,2,0,0,2021-09-02,2021-09-02,"[""Sanctum of Domination""]",100.0
Benspriest,Priest,2,2,0,0,2022-03-07,2021-03-25,"[""Sepulcher of the First Ones"",""Castle Nathria""]",100.0
Wrucebillis,Shaman,1,1,0,0,2021-03-25,2021-03-25,"[""Castle Nathria""]",100.0
Sozaoh,DemonHunter,1,1,0,0,2025-05-25,2025-05-25,"[""Liberation of Undermine""]",100.0
Trashindo,Paladin,1,1,0,0,2021-09-03,2021-09-03,"[""Sanctum of Domination""]",100.0
Panguu,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Emmabestie,Druid,6,6,0,0,2021-07-28,2021-04-11,"[""Sanctum of Domination"",""Castle Nathria""]",100.0
Boomyanguyy,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Glome,Priest,2,2,0,0,2021-03-14,2021-03-14,"[""Castle Nathria""]",100.0
Shadûan,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Witheredrosê,DeathKnight,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Mashin,Druid,56,56,0,0,2025-04-23,2021-01-25,"[""Amirdrassil, the Dream's Hope"",""Vault of the Incarnates"",""Castle Nathria"",""Liberation of Undermine"",""Aberrus, the Shadowed Crucible""]",100.0
Mysterymage,Mage,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Discowizard,Mage,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Cotubah,DemonHunter,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Cogsy,Hunter,19,19,0,0,2025-10-15,2025-08-13,"[""Manaforge Omega""]",100.0
Hanniel,Priest,4,4,0,0,2021-07-28,2021-04-18,"[""Castle Nathria"",""Sanctum of Domination""]",100.0
Xîgma,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Benshot,Hunter,3,3,0,0,2024-05-06,2024-02-26,"[""Amirdrassil, the Dream's Hope"",""Aberrus, the Shadowed Crucible""]",100.0
Aidreth,Priest,1,1,0,0,2024-09-18,2024-09-18,"[""Nerub-ar Palace""]",100.0
Zeah,Priest,1,1,0,0,2021-04-14,2021-04-14,"[""Castle Nathria""]",100.0
Tokamak,Shaman,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Kerstvrouw,Shaman,1,1,0,0,2021-09-03,2021-09-03,"[""Sanctum of Domination""]",100.0
Châmpion,Paladin,1,1,0,0,2023-05-28,2023-05-28,"[""Aberrus, the Shadowed Crucible""]",100.0
Neylara,Paladin,1,1,0,0,2021-09-02,2021-09-02,"[""Sanctum of Domination""]",100.0
Furiadranzer,Warrior,1,1,0,0,2025-03-23,2025-03-23,"[""Liberation of Undermine""]",100.0
Ney,Priest,1,1,0,0,2025-08-31,2025-08-31,"[""Manaforge Omega""]",100.0
Phrenetic,Monk,1,1,0,0,2021-09-03,2021-09-03,"[""Sanctum of Domination""]",100.0
Reyratfk,Mage,1,1,0,0,2021-09-02,2021-09-02,"[""Sanctum of Domination""]",100.0
Touchie,Shaman,1,1,0,0,2021-03-25,2021-03-25,"[""Castle Nathria""]",100.0
Carryboy,Monk,1,1,0,0,2024-01-24,2024-01-24,"[""Amirdrassil, the Dream's Hope""]",100.0
Naqdr,Druid,1,1,0,0,2024-05-29,2024-05-29,"[""Amirdrassil, the Dream's Hope""]",100.0
Eirwynzure,Druid,76,76,0,0,2022-04-06,2021-07-14,"[""Sanctum of Domination"",""Sepulcher of the First Ones""]",100.0
Ínflámes,Shaman,4,4,0,0,2024-10-06,2024-09-15,"[""Nerub-ar Palace""]",100.0
Wakaberry,Druid,1,1,0,0,2024-12-29,2024-12-29,"[""Nerub-ar Palace""]",100.0
Provorudul,Rogue,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Joys,Mage,1,1,0,0,2025-05-25,2025-05-25,"[""Liberation of Undermine""]",100.0
Kyilea,Shaman,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Rennatta,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Loknahar,Shaman,34,34,0,0,2025-03-16,2024-10-02,"[""Liberation of Undermine"",""Nerub-ar Palace""]",100.0
Artaxius,Warrior,1,1,0,0,2021-03-12,2021-03-12,"[""Castle Nathria""]",100.0
Valistassa,Paladin,1,1,0,0,2021-09-02,2021-09-02,"[""Sanctum of Domination""]",100.0
Gatekeep,Hunter,2,2,0,0,2022-05-11,2022-05-02,"[""Sepulcher of the First Ones""]",100.0
Bobthedh,DemonHunter,7,7,0,0,2023-12-11,2023-11-20,"[""Amirdrassil, the Dream's Hope""]",100.0
Reminiscence,DeathKnight,8,8,0,0,2024-11-20,2024-09-22,"[""Nerub-ar Palace""]",100.0
Xyecko,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Nazrelina,Warrior,1,1,0,0,2025-01-13,2025-01-13,"[""Nerub-ar Palace""]",100.0
Drinky,Paladin,3,3,0,0,2023-06-05,2023-05-21,"[""Aberrus, the Shadowed Crucible""]",100.0
Alexiamae,DeathKnight,1,1,0,0,2022-05-02,2022-05-02,"[""Sepulcher of the First Ones""]",100.0
Nimilora,Priest,1,1,0,0,2025-05-18,2025-05-18,"[""Liberation of Undermine""]",100.0
Valáron,Druid,1,1,0,0,2025-03-23,2025-03-23,"[""Liberation of Undermine""]",100.0
Gazler,Mage,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Barshock,Shaman,1,1,0,0,2021-01-25,2021-01-25,"[""Castle Nathria""]",100.0
Érlenður,Paladin,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Eruptshooter,Hunter,11,11,0,0,2026-02-02,2024-09-18,"[""Liberation of Undermine"",""Blackrock Depths"",""Manaforge Omega"",""Nerub-ar Palace""]",100.0
Megon,Evoker,1,1,0,0,2023-05-28,2023-05-28,"[""Aberrus, the Shadowed Crucible""]",100.0
Emperius,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Ashminge,Mage,5,5,0,0,2024-06-19,2022-08-29,"[""Sepulcher of the First Ones"",""Aberrus, the Shadowed Crucible"",""Amirdrassil, the Dream's Hope"",""Vault of the Incarnates"",""Castle Nathria""]",100.0
Gagmyheals,Priest,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Sprutpiss,Warrior,23,23,0,0,2022-05-23,2022-03-02,"[""Sepulcher of the First Ones""]",100.0
Razarel,DeathKnight,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Murette,Rogue,1,1,0,0,2023-04-19,2023-04-19,"[""Vault of the Incarnates""]",100.0
Yearningprie,Priest,1,1,0,0,2024-11-24,2024-11-24,"[""Nerub-ar Palace""]",100.0
Alqaxda,Unknown,1,1,0,0,2025-03-05,2025-03-05,"[""Liberation of Undermine""]",100.0
Femila,Mage,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Рельтон,DeathKnight,1,1,0,0,2021-02-07,2021-02-07,"[""Castle Nathria""]",100.0
Shockxtar,Shaman,1,1,0,0,2021-04-04,2021-04-04,"[""Castle Nathria""]",100.0
Fondodelecha,Shaman,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Magícfingers,Mage,54,54,0,0,2022-02-22,2021-07-21,"[""Sanctum of Domination""]",100.0
Sophiemae,Priest,34,34,0,0,2025-07-06,2021-01-31,"[""Sepulcher of the First Ones"",""Aberrus, the Shadowed Crucible"",""Castle Nathria"",""Nerub-ar Palace"",""Liberation of Undermine""]",100.0
Lakilla,DemonHunter,1,1,0,0,2025-09-14,2025-09-14,"[""Manaforge Omega""]",100.0
Slotmachine,DeathKnight,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Fubû,Paladin,1,1,0,0,2021-04-04,2021-04-04,"[""Castle Nathria""]",100.0
Tyseras,Priest,1,1,0,0,2024-10-30,2024-10-30,"[""Nerub-ar Palace""]",100.0
Hidrolasa,Hunter,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Пигтрип,DeathKnight,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Grets,Warlock,84,84,0,0,2022-04-06,2021-03-03,"[""Castle Nathria"",""Sepulcher of the First Ones"",""Sanctum of Domination""]",100.0
Deathleppard,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Benswarrior,Warrior,2,2,0,0,2023-03-13,2023-03-06,"[""Vault of the Incarnates""]",100.0
Раннару,Paladin,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Sazzeem,Evoker,1,1,0,0,2024-01-07,2024-01-07,"[""Amirdrassil, the Dream's Hope""]",100.0
Apocryphâ,DeathKnight,7,7,0,0,2025-07-06,2024-04-24,"[""Aberrus, the Shadowed Crucible"",""Amirdrassil, the Dream's Hope"",""Vault of the Incarnates"",""Liberation of Undermine""]",100.0
Freakmoon,Druid,1,1,0,0,2021-09-03,2021-09-03,"[""Sanctum of Domination""]",100.0
Feludh,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Soulwhisper,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Malkarion,Hunter,1,1,0,0,2021-03-28,2021-03-28,"[""Castle Nathria""]",100.0
Tsurumaki,Priest,1,1,0,0,2023-06-04,2023-06-04,"[""Aberrus, the Shadowed Crucible""]",100.0
Flexor,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Banjoman,DeathKnight,6,6,0,0,2021-02-10,2021-01-25,"[""Castle Nathria""]",100.0
Âxolotl,Hunter,1,1,0,0,2021-09-02,2021-09-02,"[""Sanctum of Domination""]",100.0
Lightfootdk,DeathKnight,1,1,0,0,2022-04-20,2022-04-20,"[""Sepulcher of the First Ones""]",100.0
Fireraizel,Mage,8,8,0,0,2021-04-07,2021-01-27,"[""Castle Nathria""]",100.0
Alatariel,Mage,1,1,0,0,2021-07-07,2021-07-07,"[""Sanctum of Domination""]",100.0
Hunee,Paladin,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Solesga,Druid,1,1,0,0,2021-09-12,2021-09-12,"[""Sanctum of Domination""]",100.0
Transendence,Monk,1,1,0,0,2025-03-23,2025-03-23,"[""Liberation of Undermine""]",100.0
Meleeiseasy,DemonHunter,1,1,0,0,2024-05-08,2024-05-08,"[""Amirdrassil, the Dream's Hope""]",100.0
Totemcity,Shaman,1,1,0,0,2024-10-30,2024-10-30,"[""Nerub-ar Palace""]",100.0
Robmaster,Warrior,1,1,0,0,2025-01-13,2025-01-13,"[""Nerub-ar Palace""]",100.0
Lìghtbender,Paladin,1,1,0,0,2021-03-07,2021-03-07,"[""Castle Nathria""]",100.0
Gethuvet,Warlock,1,1,0,0,2023-04-19,2023-04-19,"[""Vault of the Incarnates""]",100.0
Saíthis,DemonHunter,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Lyonprison,DemonHunter,4,4,0,0,2024-06-19,2024-05-15,"[""Aberrus, the Shadowed Crucible"",""Amirdrassil, the Dream's Hope"",""Vault of the Incarnates""]",100.0
Deityp,Priest,1,1,0,0,2024-01-24,2024-01-24,"[""Amirdrassil, the Dream's Hope""]",100.0
Dzx,DeathKnight,1,1,0,0,2024-10-30,2024-10-30,"[""Nerub-ar Palace""]",100.0
Freshhash,Hunter,1,1,0,0,2023-04-19,2023-04-19,"[""Vault of the Incarnates""]",100.0
Alexbuh,Hunter,10,10,0,0,2024-11-03,2024-04-24,"[""Nerub-ar Palace"",""Amirdrassil, the Dream's Hope"",""Vault of the Incarnates""]",100.0
Омниторекс,Hunter,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Catto,Priest,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Boomdoctor,DeathKnight,1,1,0,0,2024-09-29,2024-09-29,"[""Nerub-ar Palace""]",100.0
Hides,Rogue,7,7,0,0,2025-08-31,2021-08-10,"[""Liberation of Undermine"",""Manaforge Omega"",""Sanctum of Domination"",""Nerub-ar Palace""]",100.0
Freezinn,DeathKnight,1,1,0,0,2024-10-30,2024-10-30,"[""Nerub-ar Palace""]",100.0
Johndiaper,Hunter,2,2,0,0,2024-01-07,2023-12-10,"[""Amirdrassil, the Dream's Hope""]",100.0
Fenra,Shaman,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Socktardruid,Druid,1,1,0,0,2024-01-24,2024-01-24,"[""Amirdrassil, the Dream's Hope""]",100.0
Loshapas,Shaman,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Freshdemon,DemonHunter,2,2,0,0,2023-05-28,2021-09-13,"[""Sanctum of Domination"",""Aberrus, the Shadowed Crucible""]",100.0
Methlocke,Warlock,1,1,0,0,2025-01-13,2025-01-13,"[""Nerub-ar Palace""]",100.0
Neamateru,Warlock,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Markerr,Druid,1,1,0,0,2025-03-25,2025-03-25,"[""Liberation of Undermine""]",100.0
Zydeh,DemonHunter,2,2,0,0,2024-05-29,2024-05-15,"[""Amirdrassil, the Dream's Hope"",""Vault of the Incarnates""]",100.0
Gaiablood,Druid,1,1,0,0,2024-10-02,2024-10-02,"[""Nerub-ar Palace""]",100.0
Kûngfu,Monk,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Tiskonlone,Shaman,1,1,0,0,2024-12-29,2024-12-29,"[""Nerub-ar Palace""]",100.0
Zurco,Hunter,4,4,0,0,2025-03-23,2021-08-15,"[""Sanctum of Domination"",""Liberation of Undermine""]",100.0
Appletiser,Druid,25,25,0,0,2024-10-27,2023-11-15,"[""Blackrock Depths"",""Nerub-ar Palace"",""Amirdrassil, the Dream's Hope""]",100.0
Pouflepalouf,Paladin,1,1,0,0,2025-01-13,2025-01-13,"[""Nerub-ar Palace""]",100.0
Aideên,DemonHunter,3,3,0,0,2024-06-05,2024-05-15,"[""Amirdrassil, the Dream's Hope"",""Vault of the Incarnates""]",100.0
Líttlespoon,Hunter,1,1,0,0,2022-01-10,2022-01-10,"[""Sanctum of Domination""]",100.0
Gétafíx,Shaman,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Thickgirl,Shaman,1,1,0,0,2024-10-30,2024-10-30,"[""Nerub-ar Palace""]",100.0
Unrecorded,Mage,136,136,0,0,2025-07-02,2023-01-22,"[""Liberation of Undermine"",""Nerub-ar Palace"",""Aberrus, the Shadowed Crucible"",""Vault of the Incarnates"",""Amirdrassil, the Dream's Hope""]",100.0
Flegamina,Priest,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Cijo,Druid,2,2,0,0,2021-03-21,2021-03-21,"[""Castle Nathria""]",100.0
Lovejoy,Priest,1,1,0,0,2025-06-18,2025-06-18,"[""Liberation of Undermine""]",100.0
Izlandhil,Paladin,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Krowizard,Mage,1,1,0,0,2023-07-31,2023-07-31,"[""Aberrus, the Shadowed Crucible""]",100.0
Fuzzyfazbear,Mage,1,1,0,0,2025-06-18,2025-06-18,"[""Liberation of Undermine""]",100.0
Frexa,Druid,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Lòómy,Shaman,1,1,0,0,2025-05-18,2025-05-18,"[""Liberation of Undermine""]",100.0
Faelith,Rogue,1,1,0,0,2021-09-12,2021-09-12,"[""Sanctum of Domination""]",100.0
Inthesink,Shaman,3,3,0,0,2021-03-21,2021-03-21,"[""Castle Nathria""]",100.0
Ломбодиб,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Mægisk,Rogue,134,134,0,0,2026-01-20,2024-04-29,"[""Vault of the Incarnates"",""Manaforge Omega"",""Liberation of Undermine"",""Blackrock Depths"",""Nerub-ar Palace"",""Aberrus, the Shadowed Crucible"",""Amirdrassil, the Dream's Hope""]",100.0
Ymii,Warrior,1,1,0,0,2021-08-29,2021-08-29,"[""Sanctum of Domination""]",100.0
Snowjobx,Mage,1,1,0,0,2024-10-30,2024-10-30,"[""Nerub-ar Palace""]",100.0
Stormsurge,Shaman,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Balesprout,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Rosswl,Warlock,1,1,0,0,2025-02-19,2025-02-19,"[""Nerub-ar Palace""]",100.0
Rightairpod,Mage,15,15,0,0,2024-11-13,2024-09-11,"[""Nerub-ar Palace""]",100.0
Axonea,Shaman,81,81,0,0,2025-03-05,2021-01-27,"[""Castle Nathria"",""Liberation of Undermine"",""Nerub-ar Palace""]",100.0
Pattern,Warlock,22,22,0,0,2025-09-14,2023-05-21,"[""Aberrus, the Shadowed Crucible"",""Liberation of Undermine"",""Manaforge Omega"",""Nerub-ar Palace""]",100.0
Øldïrtybasta,Shaman,1,1,0,0,2025-05-25,2025-05-25,"[""Liberation of Undermine""]",100.0
Peelune,Druid,1,1,0,0,2022-05-16,2022-05-16,"[""Sepulcher of the First Ones""]",100.0
Desiring,Rogue,1,1,0,0,2024-10-23,2024-10-23,"[""Blackrock Depths""]",100.0
Argho,Shaman,1,1,0,0,2021-03-12,2021-03-12,"[""Castle Nathria""]",100.0
Bôomshot,Hunter,1,1,0,0,2021-03-12,2021-03-12,"[""Castle Nathria""]",100.0
Pewpewexi,Hunter,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Daleyza,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Silliest,Hunter,1,1,0,0,2024-10-06,2024-10-06,"[""Nerub-ar Palace""]",100.0
Liinkiin,Mage,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Mandalore,Hunter,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Delfinarios,Mage,1,1,0,0,2021-03-25,2021-03-25,"[""Castle Nathria""]",100.0
Neosferus,DemonHunter,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Slînks,Hunter,2,2,0,0,2021-02-07,2021-01-31,"[""Castle Nathria""]",100.0
Fibres,Mage,9,9,0,0,2024-11-24,2021-03-21,"[""Vault of the Incarnates"",""Amirdrassil, the Dream's Hope"",""Nerub-ar Palace"",""Castle Nathria"",""Blackrock Depths"",""Aberrus, the Shadowed Crucible""]",100.0
Flyingducks,Evoker,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Errorzone,DemonHunter,1,1,0,0,2024-01-07,2024-01-07,"[""Amirdrassil, the Dream's Hope""]",100.0
Turbolinus,DeathKnight,1,1,0,0,2021-08-29,2021-08-29,"[""Sanctum of Domination""]",100.0
Ærra,DemonHunter,1,1,0,0,2024-09-25,2024-09-25,"[""Nerub-ar Palace""]",100.0
Naixberserk,Warrior,1,1,0,0,2021-04-04,2021-04-04,"[""Castle Nathria""]",100.0
Datacele,Shaman,1,1,0,0,2021-09-03,2021-09-03,"[""Sanctum of Domination""]",100.0
Miaomiao,Monk,1,1,0,0,2026-01-20,2026-01-20,"[""Manaforge Omega""]",100.0
Siltor,Hunter,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Kryvoh,Evoker,1,1,0,0,2024-01-07,2024-01-07,"[""Amirdrassil, the Dream's Hope""]",100.0
Thanø,DeathKnight,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Bjórñ,Warrior,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Porocher,Shaman,1,1,0,0,2025-05-18,2025-05-18,"[""Liberation of Undermine""]",100.0
Fajtus,Shaman,1,1,0,0,2023-06-04,2023-06-04,"[""Aberrus, the Shadowed Crucible""]",100.0
Krís,Warrior,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Choryq,Warlock,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Quarrel,Paladin,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Niyxx,Priest,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Veylia,Paladin,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Rîme,DeathKnight,2,2,0,0,2022-04-27,2022-04-25,"[""Sepulcher of the First Ones""]",100.0
Ashuno,Paladin,1,1,0,0,2025-01-13,2025-01-13,"[""Nerub-ar Palace""]",100.0
Nelethe,Priest,1,1,0,0,2021-08-15,2021-08-15,"[""Sanctum of Domination""]",100.0
Glanielle,Mage,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Eppatdh,DemonHunter,1,1,0,0,2024-05-06,2024-05-06,"[""Aberrus, the Shadowed Crucible""]",100.0
Eclipseon,Druid,11,11,0,0,2023-04-25,2023-03-22,"[""Vault of the Incarnates""]",100.0
Gothwarr,Warrior,5,5,0,0,2021-03-07,2021-02-28,"[""Castle Nathria""]",100.0
Funkog,Hunter,1,1,0,0,2023-11-20,2023-11-20,"[""Amirdrassil, the Dream's Hope""]",100.0
Khelthis,Rogue,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Thechosenice,DeathKnight,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Becuula,Priest,1,1,0,0,2023-04-19,2023-04-19,"[""Vault of the Incarnates""]",100.0
Archimede,Hunter,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Rangefreak,Hunter,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Luwâ,Paladin,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Solesvoker,Evoker,1,1,0,0,2024-01-24,2024-01-24,"[""Amirdrassil, the Dream's Hope""]",100.0
Kakaó,Paladin,1,1,0,0,2025-12-01,2025-12-01,"[""Manaforge Omega""]",100.0
Hugrus,Shaman,1,1,0,0,2021-03-25,2021-03-25,"[""Castle Nathria""]",100.0
Eroél,Warrior,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Kraell,Rogue,1,1,0,0,2021-03-20,2021-03-20,"[""Castle Nathria""]",100.0
Okna,DemonHunter,2,2,0,0,2021-03-21,2021-03-21,"[""Castle Nathria""]",100.0
Pickleh,Hunter,1,1,0,0,2023-12-10,2023-12-10,"[""Amirdrassil, the Dream's Hope""]",100.0
Elydiel,Paladin,6,6,0,0,2023-12-13,2023-11-15,"[""Amirdrassil, the Dream's Hope""]",100.0
Retball,Paladin,108,108,0,0,2022-08-22,2021-01-25,"[""Sepulcher of the First Ones"",""Castle Nathria"",""Sanctum of Domination""]",100.0
Егуртвштанах,Monk,1,1,0,0,2021-02-07,2021-02-07,"[""Castle Nathria""]",100.0
Chikenplain,Shaman,1,1,0,0,2026-01-26,2026-01-26,"[""Manaforge Omega""]",100.0
Coody,Mage,6,6,0,0,2022-04-13,2021-03-14,"[""Castle Nathria"",""Sepulcher of the First Ones""]",100.0
Littlelemon,Unknown,1,1,0,0,2021-08-10,2021-08-10,"[""Sanctum of Domination""]",100.0
Brickyd,Warrior,19,19,0,0,2025-10-20,2024-10-06,"[""Nerub-ar Palace"",""Manaforge Omega"",""Liberation of Undermine""]",100.0
Badraider,Warlock,1,1,0,0,2024-10-13,2024-10-13,"[""Nerub-ar Palace""]",100.0
Kaskeli,DemonHunter,1,1,0,0,2023-06-04,2023-06-04,"[""Aberrus, the Shadowed Crucible""]",100.0
Medisinmann,Priest,1,1,0,0,2021-03-10,2021-03-10,"[""Castle Nathria""]",100.0
Ryaio,Shaman,1,1,0,0,2021-08-15,2021-08-15,"[""Sanctum of Domination""]",100.0
Ezrynis,DemonHunter,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Blinkmyballs,Mage,1,1,0,0,2024-09-17,2024-09-17,"[""Nerub-ar Palace""]",100.0
Codders,Mage,93,93,0,0,2025-05-18,2021-07-12,"[""Amirdrassil, the Dream's Hope"",""Sepulcher of the First Ones"",""Liberation of Undermine"",""Aberrus, the Shadowed Crucible"",""Sanctum of Domination"",""Nerub-ar Palace"",""Vault of the Incarnates""]",100.0
Wxzz,DemonHunter,1,1,0,0,2023-04-19,2023-04-19,"[""Vault of the Incarnates""]",100.0
